"F_OPERATOR FILE"
"Fac Id Code","Oper Id","Fac Oper Eff Period","Fac Oper Term Period"
"00022071","00369","201606",""
"00022072","00010","201606","202001"
"00022072","00010","202001",""
"00022073","00010","201606","202001"
"00022073","00010","202001",""
"00022074","00142","201606","201702"
"00022074","00818","201702",""
"00022075","00691","201606","201811"
"00022075","00691","201811",""
"00022076","00826","201705","201805"
"00022076","01016","201805",""
"00022076","08193","201606","201705"
"00022077","00010","201606","202001"
"00022077","00010","202001",""
"00022078","00401","201606",""
"00022079","00819","201706","202006"
"00022079","02011","202006",""
"00022079","08203","201606","201706"
"00022080","00816","201611","202202"
"00022080","00990","201606","201611"
"00022080","11126","202202",""
"00022081","01040","201606",""
"00022082","01040","201606",""
"00022083","00010","201606","202001"
"00022083","00010","202001",""
"00022084","00237","201606",""
"00022085","00237","201606",""
"00022086","01040","201606",""
"00022087","01040","201606",""
"00022088","00230","201606","202009"
"00022088","00416","202009",""
"00022089","01040","201606",""
"00022090","00816","201611","202202"
"00022090","00990","201606","201611"
"00022090","11126","202202",""
"00022091","00816","201611","202202"
"00022091","00990","201606","201611"
"00022091","11126","202202",""
"00022092","00237","201606",""
"00022093","00237","201606",""
"00022094","00237","201606",""
"00022095","00794","201606","201704"
"00022095","02011","201704",""
"00022096","00010","201606","202001"
"00022096","00010","202001",""
"00022097","00237","201606",""
"00022098","00208","201612","201802"
"00022098","00794","201606","201612"
"00022098","00817","202101",""
"00022098","00949","201802","202010"
"00022098","11076","202008","202101"
"00022099","00237","202102",""
"00022099","00462","201705","202102"
"00022099","08195","201606","201705"
"00022100","00691","201606","201811"
"00022100","00691","201811",""
"00022101","00057","201606",""
"00022102","00816","201611","202202"
"00022102","00990","201606","201611"
"00022102","11126","202202",""
"00022103","00816","201611","202202"
"00022103","00990","201606","201611"
"00022103","11126","202202",""
"00022104","00816","201611","202202"
"00022104","00990","201606","201611"
"00022104","11126","202202",""
"00022105","00816","201611","202202"
"00022105","00990","201606","201611"
"00022105","11126","202202",""
"00022106","00237","201606",""
"00022107","00831","202102",""
"00022107","00933","201606","202102"
"00022108","00691","201606","201811"
"00022108","00691","201811",""
"00022109","00237","201606",""
"00022110","00010","201606","202001"
"00022110","00010","202001",""
"00022111","00010","201606","202001"
"00022111","00010","202001",""
"00022112","00010","201606","202001"
"00022112","00010","202001",""
"00022113","00010","201606","202001"
"00022113","00010","202001",""
"00022114","00010","201606","202001"
"00022114","00010","202001",""
"00022115","00816","201611","202202"
"00022115","00990","201606","201611"
"00022115","11126","202202",""
"00022116","00816","201611","202202"
"00022116","00990","201606","201611"
"00022116","11126","202202",""
"00022117","00816","201611","202202"
"00022117","00990","201606","201611"
"00022117","11126","202202",""
"00022118","00816","201611","202202"
"00022118","00990","201606","201611"
"00022118","11126","202202",""
"00022119","00010","201606","202001"
"00022119","00010","202001",""
"00022120","00010","201606","202001"
"00022120","00010","202001",""
"00022121","00010","201606","202001"
"00022121","00010","202001",""
"00022122","00237","201606",""
"00022123","00941","201809",""
"00022123","00994","201606","201809"
"00022124","00043","201606","201707"
"00022124","00940","201707",""
"00022125","00237","201606",""
"00022126","00010","201606","202001"
"00022126","00010","202001",""
"00022127","00198","201606",""
"00022128","00237","201606",""
"00022129","01040","201606",""
"00022130","00010","201606","202001"
"00022130","00010","202001",""
"00022131","00010","201606","202001"
"00022131","00010","202001",""
"00022132","00237","201606",""
"00022133","00237","201606",""
"00022134","00010","201606","202001"
"00022134","00010","202001",""
"00022135","00691","201606","201811"
"00022135","00691","201811",""
"00022136","00010","201606","202001"
"00022136","00010","202001",""
"00022137","00010","201606","202001"
"00022137","00010","202001",""
"00022138","00010","201606","202001"
"00022138","00010","202001",""
"00022139","00237","201606",""
"00022140","00010","201606","202001"
"00022140","00010","202001",""
"00022141","00237","201606",""
"00022142","00010","201606","202001"
"00022142","00010","202001",""
"00022143","00691","201606","201811"
"00022143","00691","201811",""
"00022144","00816","201611","202202"
"00022144","00990","201606","201611"
"00022144","11126","202202",""
"00022145","00416","201606",""
"00022146","00416","201606",""
"00022147","01040","201606",""
"00022148","01040","201606",""
"00022149","00010","201606","201707"
"00022149","00831","201707",""
"00022150","00237","201606",""
"00022151","00010","201606","202001"
"00022151","00010","202001",""
"00022152","00010","201606","202001"
"00022152","00010","202001",""
"00022153","00010","201606","202001"
"00022153","00010","202001",""
"00022154","00010","201606","202001"
"00022154","00010","202001",""
"00022155","00010","201606","202001"
"00022155","00010","202001",""
"00022156","00010","201606","202001"
"00022156","00010","202001",""
"00022157","00691","201606","201811"
"00022157","00691","201811",""
"00022158","00057","201606",""
"00022159","00691","201606","201811"
"00022159","00691","201811",""
"00022160","00639","201606","202002"
"00022160","11048","202002","202009"
"00022160","11075","202009",""
"00022161","00057","201606",""
"00022162","00230","201606",""
"00022163","00010","201606","202001"
"00022163","00010","202001",""
"00022164","00230","201606","202009"
"00022164","00416","202009",""
"00022165","00204","201606","202102"
"00022165","00831","202102",""
"00022166","00230","201606","202009"
"00022166","00416","202009",""
"00022167","00230","201606",""
"00022168","00043","201606","201707"
"00022168","00940","201707",""
"00022169","00691","201606","201811"
"00022169","00691","201811",""
"00022170","00237","201802",""
"00022170","00819","201706","201802"
"00022170","08203","201606","201706"
"00022171","00237","201802",""
"00022171","00819","201706","201802"
"00022171","08203","201606","201706"
"00022172","00691","201606","201811"
"00022172","00691","201811",""
"00022173","00057","201606",""
"00022174","00010","201606","202001"
"00022174","00010","202001",""
"00022175","00057","201606",""
"00022176","00057","201606",""
"00022177","00237","201606",""
"00022178","00057","201606",""
"00022179","00816","201611","202202"
"00022179","00990","201606","201611"
"00022179","11126","202202",""
"00022180","00816","201611","202202"
"00022180","00990","201606","201611"
"00022180","11126","202202",""
"00022181","00816","201611","202202"
"00022181","00990","201606","201611"
"00022181","11126","202202",""
"00022182","00691","201606","201811"
"00022182","00691","201811",""
"00022183","00092","201606",""
"00022184","00691","201606","201811"
"00022184","00691","201811",""
"00022185","00204","201606","202102"
"00022185","00831","202102",""
"00022186","00816","201611","202202"
"00022186","00990","201606","201611"
"00022186","11126","202202",""
"00022187","00230","201606","202009"
"00022187","00416","202009",""
"00022188","00691","201606","201811"
"00022188","00691","201811",""
"00022189","00691","201606","201811"
"00022189","00691","201811",""
"00022190","00057","201606",""
"00022191","00010","201606","202001"
"00022191","00010","202001",""
"00022192","00237","201606",""
"00022193","00237","201606",""
"00022194","00691","201606","201811"
"00022194","00691","201811",""
"00022195","00691","201606","201811"
"00022195","00691","201811",""
"00022196","00237","201606",""
"00022197","00816","201611","202202"
"00022197","00990","201606","201611"
"00022197","11126","202202",""
"00022198","00237","201606",""
"00022199","00816","201611","202202"
"00022199","00990","201606","201611"
"00022199","11126","202202",""
"00022200","00010","201606","202001"
"00022200","00010","202001",""
"00022201","00010","201606","202001"
"00022201","00010","202001",""
"00022202","00010","201606","202001"
"00022202","00010","202001",""
"00022203","00010","201606","202001"
"00022203","00010","202001",""
"00022204","00010","201606","202001"
"00022204","00010","202001",""
"00022205","01040","201606",""
"00022206","01040","201606",""
"00022207","01040","201606",""
"00022208","00639","201606","202002"
"00022208","11048","202002","202009"
"00022208","11075","202009",""
"00022209","00691","201606","201811"
"00022209","00691","201811",""
"00022210","00794","201606","201704"
"00022210","02011","201704",""
"00022211","00198","201606",""
"00022212","00047","201606","202202"
"00022212","00831","202202",""
"00022213","00010","201606","202001"
"00022213","00010","202001",""
"00022214","00010","201606","202001"
"00022214","00010","202001",""
"00022215","00010","201606","202001"
"00022215","00010","202001",""
"00022216","00237","201606",""
"00022217","00794","201606","201704"
"00022217","02011","201704",""
"00022218","00010","201606","202001"
"00022218","00010","202001",""
"00022219","00794","201606","201704"
"00022219","02011","201704",""
"00022220","00691","201606","201811"
"00022220","00691","201811",""
"00022221","00691","201606","201811"
"00022221","00691","201811",""
"00022222","00691","201606","201811"
"00022222","00691","201811",""
"00022223","00691","201606","201811"
"00022223","00691","201811",""
"00022224","00198","201606",""
"00022225","01001","201606",""
"00022226","00691","201606","201811"
"00022226","00691","201811",""
"00022227","01008","201606",""
"00022228","00691","201606","201811"
"00022228","00691","201811",""
"00022229","00816","201611","202202"
"00022229","00990","201606","201611"
"00022229","11126","202202",""
"00022230","00691","201606","201811"
"00022230","00691","201811",""
"00022231","00794","201606","201704"
"00022231","02011","201704",""
"00022232","00092","201606",""
"00022233","00826","201705","201801"
"00022233","01016","201801",""
"00022233","08193","201606","201705"
"00022234","00047","201606","202202"
"00022234","00831","202202",""
"00022235","00047","201606","202202"
"00022235","00831","202202",""
"00022236","00816","201611","202202"
"00022236","00990","201606","201611"
"00022236","11126","202202",""
"00022237","00010","201606","202001"
"00022237","00010","202001",""
"00022238","00010","201606","202001"
"00022238","00010","202001",""
"00022239","00047","201606","202202"
"00022239","00831","202202",""
"00022240","01008","201606",""
"00022241","00237","201803",""
"00022241","00826","201705","201801"
"00022241","01016","201801","201803"
"00022241","08193","201606","201705"
"00022242","00047","201606","202202"
"00022242","00831","202202",""
"00022243","00057","201606",""
"00022244","00691","201606","201811"
"00022244","00691","201811",""
"00022245","00237","201606",""
"00022246","00010","201606","202001"
"00022246","00010","202001",""
"00022247","01008","201606",""
"00022248","00010","201606","202001"
"00022248","00010","202001",""
"00022249","00816","201611","202202"
"00022249","00990","201606","201611"
"00022249","11126","202202",""
"00022250","00816","201611","202202"
"00022250","00990","201606","201611"
"00022250","11126","202202",""
"00022251","00691","201606","201811"
"00022251","00691","201811",""
"00022252","00047","201606","202202"
"00022252","00831","202202",""
"00022253","00047","201606","202202"
"00022253","00831","202202",""
"00022254","00057","201606",""
"00022255","00831","202102",""
"00022255","00933","201606","202102"
"00022256","00198","201606",""
"00022257","00691","201606","201811"
"00022257","00691","201811",""
"00022258","00639","201606","202002"
"00022258","11048","202002","202009"
"00022258","11075","202009",""
"00022259","00237","202202",""
"00022259","00891","201606","202202"
"00022260","00691","201606","201811"
"00022260","00691","201811",""
"00022261","00237","201606",""
"00022262","00237","201606",""
"00022263","00237","201606",""
"00022264","00826","201705","201805"
"00022264","01016","201805",""
"00022264","08193","201606","201705"
"00022265","00010","201606","202001"
"00022265","00010","202001",""
"00022266","00691","201606","201811"
"00022266","00691","201811",""
"00022267","01040","201606",""
"00022268","01040","201606",""
"00022269","00691","201606","201811"
"00022269","00691","201811",""
"00022270","00047","201606","202202"
"00022270","00831","202202",""
"00022271","00831","201606",""
"00022272","00010","201606","202001"
"00022272","00010","202001",""
"00022273","00086","201606",""
"00022274","00691","201606","201811"
"00022274","00691","201811",""
"00022275","00086","201606",""
"00022276","00031","201606",""
"00022277","00047","201606","202202"
"00022277","00831","202202",""
"00022278","00237","201606",""
"00022279","00031","201606",""
"00022280","00237","201606",""
"00022281","00010","201606","202001"
"00022281","00010","202001",""
"00022282","01040","201606",""
"00022283","00237","201606",""
"00022284","00819","201706","202006"
"00022284","02011","202006",""
"00022284","08203","201606","201706"
"00022285","00237","201606",""
"00022286","00237","201606",""
"00022287","00057","201606",""
"00022288","00691","201606","201811"
"00022288","00691","201811",""
"00022289","00198","201606",""
"00022290","00031","201606",""
"00022291","00047","201606",""
"00022292","00237","201606",""
"00022293","00237","201606",""
"00022294","00237","201606",""
"00022295","00237","201606",""
"00022296","00010","201606","202001"
"00022296","00010","202001",""
"00022297","00237","201606",""
"00022298","00237","201606",""
"00022299","00237","201606",""
"00022300","00237","201606",""
"00022301","00057","201606",""
"00022302","00237","201606",""
"00022303","00057","201606",""
"00022304","00237","201606",""
"00022305","00010","201606","202001"
"00022305","00010","202001",""
"00022306","00237","201606",""
"00022307","00237","201606",""
"00022308","00691","201606","201811"
"00022308","00691","201811",""
"00022309","00691","201606","201811"
"00022309","00691","201811",""
"00022310","00691","201606","201811"
"00022310","00691","201811",""
"00022311","00237","201606",""
"00022312","00010","201606","202001"
"00022312","00010","202001",""
"00022313","00237","201606",""
"00022314","00237","201606",""
"00022315","00826","201705","201801"
"00022315","01016","201801",""
"00022315","08193","201606","201705"
"00022316","00237","201606",""
"00022317","00831","202102",""
"00022317","00933","201606","202102"
"00022318","00691","201606","201811"
"00022318","00691","201811",""
"00022319","00691","201606","201811"
"00022319","00691","201811",""
"00022320","00237","201606",""
"00022321","00691","201606","201811"
"00022321","00691","201811",""
"00022322","00010","201606","202001"
"00022322","00010","202001",""
"00022323","00691","201606","201811"
"00022323","00691","201811",""
"00022324","00816","201611","202202"
"00022324","00990","201606","201611"
"00022324","11126","202202",""
"00022325","00237","201606",""
"00022326","00057","201606",""
"00022327","00010","201606","202001"
"00022327","00010","202001",""
"00022328","00237","201606",""
"00022329","00237","201606",""
"00022330","00237","201606",""
"00022331","00691","201606","201811"
"00022331","00691","201811",""
"00022332","00057","201606",""
"00022333","00057","201606",""
"00022334","00237","201606",""
"00022335","00816","201611","202202"
"00022335","00990","201606","201611"
"00022335","11126","202202",""
"00022336","00237","201606",""
"00022337","00826","201705","201801"
"00022337","01016","201801",""
"00022337","08193","201606","201705"
"00022338","00057","201606",""
"00022339","00565","201606",""
"00022340","00816","201611","202202"
"00022340","00990","201606","201611"
"00022340","11126","202202",""
"00022341","00237","201606",""
"00022342","00237","201606",""
"00022343","01001","201606",""
"00022344","00031","201606",""
"00022345","00237","201606",""
"00022346","00057","201606","202006"
"00022346","00364","202006","202108"
"00022346","00530","202108",""
"00022347","00237","202202",""
"00022347","00891","201606","202202"
"00022348","00057","201606",""
"00022349","00816","201611","202202"
"00022349","00990","201606","201611"
"00022349","11126","202202",""
"00022350","00816","201611","202202"
"00022350","00990","201606","201611"
"00022350","11126","202202",""
"00022351","00831","202102",""
"00022351","00933","201606","202102"
"00022352","01040","201606",""
"00022353","00237","201606",""
"00022354","00237","201606",""
"00022355","00092","201606",""
"00022356","00237","201606",""
"00022357","00092","201606",""
"00022358","00047","201606","202202"
"00022358","00831","202202",""
"00022359","00237","201803",""
"00022359","00826","201705","201801"
"00022359","01016","201801","201803"
"00022359","08193","201606","201705"
"00022360","00816","201611","202202"
"00022360","00990","201606","201611"
"00022360","11126","202202",""
"00022361","00816","201611","202202"
"00022361","00990","201606","201611"
"00022361","11126","202202",""
"00022362","00691","201606","201811"
"00022362","00691","201811",""
"00022363","00816","201611","202202"
"00022363","00990","201606","201611"
"00022363","11126","202202",""
"00022364","00816","201611","202202"
"00022364","00990","201606","201611"
"00022364","11126","202202",""
"00022365","00237","201606",""
"00022366","00977","201606","201610"
"00022366","00996","201610","201910"
"00022366","00996","201910",""
"00022367","00977","201606","201610"
"00022367","00996","201610","201910"
"00022367","00996","201910",""
"00022368","00691","201606","201811"
"00022368","00691","201811",""
"00022369","00237","201606",""
"00022370","00010","201606","202001"
"00022370","00010","202001",""
"00022371","00816","201611","202202"
"00022371","00990","201606","201611"
"00022371","11126","202202",""
"00022372","00230","201606","202009"
"00022372","00416","202009",""
"00022373","00691","201606","201811"
"00022373","00691","201811",""
"00022374","00691","201606","201811"
"00022374","00691","201811",""
"00022375","00816","201611","202202"
"00022375","00990","201606","201611"
"00022375","11126","202202",""
"00022376","00691","201606","201811"
"00022376","00691","201811",""
"00022377","00691","201606","201811"
"00022377","00691","201811",""
"00022378","00237","201606",""
"00022379","00963","201606","201912"
"00022379","02011","201912",""
"00022380","00565","201606",""
"00022381","00691","201606","201811"
"00022381","00691","201811",""
"00022382","00691","201606","201811"
"00022382","00691","201811",""
"00022383","00691","201606","201811"
"00022383","00691","201811",""
"00022384","00237","201606",""
"00022385","00031","201606",""
"00022386","00031","201606",""
"00022387","00237","201606",""
"00022388","00237","201606",""
"00022389","00691","201606","201811"
"00022389","00691","201811",""
"00022390","00826","201705","201805"
"00022390","01016","201805",""
"00022390","08193","201606","201705"
"00022391","00639","201606","202002"
"00022391","11048","202002","202009"
"00022391","11075","202009",""
"00022392","00031","201606",""
"00022393","00819","201706","202006"
"00022393","02011","202006",""
"00022393","08203","201606","201706"
"00022394","00237","201606",""
"00022395","00124","201606","201607"
"00022395","00813","201607","202204"
"00022395","02011","202204",""
"00022396","00010","201606","202001"
"00022396","00010","202001",""
"00022397","00826","201705","201805"
"00022397","01016","201805",""
"00022397","08193","201606","201705"
"00022398","00691","201606","201811"
"00022398","00691","201811",""
"00022399","00047","201606","202202"
"00022399","00831","202202",""
"00022400","00691","201606","201811"
"00022400","00691","201811",""
"00022401","00934","201606",""
"00022402","00934","201606",""
"00022403","00934","201606",""
"00022404","00934","201606",""
"00022405","00237","201606",""
"00022406","00934","201606",""
"00022407","00934","201606",""
"00022408","00934","201606",""
"00022409","00934","201606",""
"00022410","00934","201606",""
"00022411","00934","201606",""
"00022412","00934","201606",""
"00022413","00237","201606",""
"00022414","00816","201611","202202"
"00022414","00990","201606","201611"
"00022414","11126","202202",""
"00022415","00816","201611","202202"
"00022415","00990","201606","201611"
"00022415","11126","202202",""
"00022416","00816","201611","202202"
"00022416","00990","201606","201611"
"00022416","11126","202202",""
"00022417","00639","201606","202002"
"00022417","11048","202002","202009"
"00022417","11075","202009",""
"00022418","00816","201611","202202"
"00022418","00990","201606","201611"
"00022418","11126","202202",""
"00022419","00934","201606",""
"00022420","00934","201606",""
"00022421","00237","201606",""
"00022422","00047","201606",""
"00022423","00819","201706","202006"
"00022423","08203","201606","201706"
"00022423","11034","202006",""
"00022424","00691","201606","201811"
"00022424","00691","201811",""
"00022425","00934","201606",""
"00022426","00934","201606",""
"00022427","00934","201606",""
"00022428","00934","201606",""
"00022429","00816","201611","202202"
"00022429","00990","201606","201611"
"00022429","11126","202202",""
"00022430","00816","201611","202202"
"00022430","00990","201606","201611"
"00022430","11126","202202",""
"00022431","00816","201611","202202"
"00022431","00990","201606","201611"
"00022431","11126","202202",""
"00022432","00816","201611","202202"
"00022432","00990","201606","201611"
"00022432","11126","202202",""
"00022433","00691","201606","201811"
"00022433","00691","201811",""
"00022434","00454","201606","202203"
"00022434","01016","202203",""
"00022435","00816","201611","202202"
"00022435","00990","201606","201611"
"00022435","11126","202202",""
"00022436","00816","201611","202202"
"00022436","00990","201606","201611"
"00022436","11126","202202",""
"00022437","00819","201706","202006"
"00022437","02011","202006",""
"00022437","08203","201606","201706"
"00022438","00237","201606",""
"00022439","00816","201611","202202"
"00022439","00990","201606","201611"
"00022439","11126","202202",""
"00022440","00819","201706","202006"
"00022440","08203","201606","201706"
"00022440","11034","202006",""
"00022441","00769","201606","201805"
"00022441","00996","201805","201910"
"00022441","00996","201910",""
"00022442","00454","201606","202203"
"00022442","01016","202203",""
"00022443","00454","201606","202203"
"00022443","01016","202203",""
"00022444","00047","201606","202202"
"00022444","00831","202202",""
"00022445","00454","201606","202203"
"00022445","01016","202203",""
"00022446","00454","201606","202203"
"00022446","01016","202203",""
"00022447","00691","201606","201811"
"00022447","00691","201811",""
"00022448","00816","201611","202202"
"00022448","00990","201606","201611"
"00022448","11126","202202",""
"00022449","00237","201606",""
"00022450","00454","201606","202203"
"00022450","01016","202203",""
"00022451","00691","201606","201811"
"00022451","00691","201811",""
"00022452","00237","201606",""
"00022453","00031","201606",""
"00022454","00237","201606",""
"00022455","00816","201611","202202"
"00022455","00990","201606","201611"
"00022455","11126","202202",""
"00022456","00639","201606","202002"
"00022456","11048","202002","202009"
"00022456","11075","202009",""
"00022457","00237","201606",""
"00022458","00816","201611","202202"
"00022458","00990","201606","201611"
"00022458","11126","202202",""
"00022459","00691","201606","201811"
"00022459","00691","201811",""
"00022460","00769","201606","201805"
"00022460","00996","201805","201910"
"00022460","00996","201910",""
"00022461","00639","201606","202002"
"00022461","11048","202002","202009"
"00022461","11075","202009",""
"00022462","00057","201606",""
"00022463","00237","201606",""
"00022464","00691","201606","201811"
"00022464","00691","201811",""
"00022465","00237","201606",""
"00022466","00237","201606",""
"00022467","00237","201606",""
"00022468","00639","201606","202002"
"00022468","11048","202002","202009"
"00022468","11075","202009",""
"00022469","00816","201611","202202"
"00022469","00990","201606","201611"
"00022469","11126","202202",""
"00022470","01040","201606",""
"00022471","00454","201606","202203"
"00022471","01016","202203",""
"00022472","00691","201606","201811"
"00022472","00691","201811",""
"00022473","00237","201606",""
"00022474","00816","201611","202202"
"00022474","00990","201606","201611"
"00022474","11126","202202",""
"00022475","00454","201606","202203"
"00022475","01016","202203",""
"00022476","00237","201606",""
"00022477","00237","201606",""
"00022478","00237","201606",""
"00022479","00237","201606",""
"00022480","00816","201611","202202"
"00022480","00990","201606","201611"
"00022480","11126","202202",""
"00022481","01040","201606",""
"00022482","00691","201606","201811"
"00022482","00691","201811",""
"00022483","00816","201611","202202"
"00022483","00990","201606","201611"
"00022483","11126","202202",""
"00022484","00454","201606","202203"
"00022484","01016","202203",""
"00022485","00237","201606",""
"00022486","00237","201606",""
"00022487","00454","201606","202203"
"00022487","01016","202203",""
"00022488","00237","201803",""
"00022488","00826","201705","201712"
"00022488","01016","201712","201803"
"00022488","08193","201606","201705"
"00022489","00237","201606",""
"00022490","00819","201706","202006"
"00022490","02011","202006",""
"00022490","08203","201606","201706"
"00022491","00047","201606","202202"
"00022491","00831","202202",""
"00022492","00826","201705","201805"
"00022492","01016","201805",""
"00022492","08193","201606","201705"
"00022493","00047","201606","202202"
"00022493","00831","202202",""
"00022494","00565","201606",""
"00022495","00691","201606","201811"
"00022495","00691","201811",""
"00022496","00816","201611","202202"
"00022496","00990","201606","201611"
"00022496","11126","202202",""
"00022497","00988","201606","201712"
"00022497","01018","201712",""
"00022498","00237","201606",""
"00022499","00237","201606",""
"00022500","00237","201606",""
"00022501","00831","202102",""
"00022501","00933","201606","202102"
"00022502","00454","201606","202203"
"00022502","01016","202203",""
"00022503","00934","201606",""
"00022504","00237","201606",""
"00022505","00237","201606",""
"00022506","00237","201606",""
"00022507","00237","201606",""
"00022508","00237","201606",""
"00022509","00237","201606",""
"00022510","00639","201606","202002"
"00022510","11048","202002","202009"
"00022510","11075","202009",""
"00022511","00237","201606",""
"00022512","00831","202102",""
"00022512","00933","201606","202102"
"00022513","00237","201606",""
"00022514","00010","201606","202001"
"00022514","00010","202001",""
"00022515","00237","201606",""
"00022516","00831","202102",""
"00022516","00933","201606","202102"
"00022517","00831","202102",""
"00022517","00933","201606","202102"
"00022518","00831","202102",""
"00022518","00933","201606","202102"
"00022519","00639","201606","202002"
"00022519","11048","202002","202009"
"00022519","11075","202009",""
"00022520","00237","201606",""
"00022521","00237","201606",""
"00022522","00816","201611","202202"
"00022522","00990","201606","201611"
"00022522","11126","202202",""
"00022523","00237","201609",""
"00022523","08193","201606","201609"
"00022524","00237","201606",""
"00022525","00237","201606",""
"00022526","00237","201606",""
"00022527","00237","201606",""
"00022528","01040","201606",""
"00022529","00816","201611","202202"
"00022529","00990","201606","201611"
"00022529","11126","202202",""
"00022530","00816","201611","202202"
"00022530","00990","201606","201611"
"00022530","11126","202202",""
"00022531","00816","201611","202202"
"00022531","00990","201606","201611"
"00022531","11126","202202",""
"00022532","00237","201606",""
"00022533","00826","201705","201801"
"00022533","01016","201801",""
"00022533","08193","201606","201705"
"00022534","00826","201705","201801"
"00022534","01016","201801",""
"00022534","08193","201606","201705"
"00022535","00816","201611","202202"
"00022535","00990","201606","201611"
"00022535","11126","202202",""
"00022536","00816","201611","202202"
"00022536","00990","201606","201611"
"00022536","11126","202202",""
"00022537","00237","201606",""
"00022538","00237","201606",""
"00022539","00010","201606","202001"
"00022539","00010","202001",""
"00022540","00428","202111",""
"00022540","00606","201606","202111"
"00022541","00237","201606",""
"00022542","00010","201606","202001"
"00022542","00010","202001",""
"00022543","00237","201606",""
"00022544","00237","201606",""
"00022545","00237","201606",""
"00022546","00565","201606",""
"00022547","00057","202101",""
"00022547","01040","201606","202101"
"00022548","01040","201606",""
"00022549","00606","201606",""
"00022550","00606","201606",""
"00022551","00606","201606",""
"00022552","00237","201606",""
"00022553","00826","201705","201801"
"00022553","01016","201801",""
"00022553","08193","201606","201705"
"00022554","00237","201803",""
"00022554","00826","201705","201801"
"00022554","01016","201801","201803"
"00022554","08193","201606","201705"
"00022555","00237","201606",""
"00022556","00237","201606",""
"00022557","00826","201705","201801"
"00022557","01016","201801",""
"00022557","08193","201606","201705"
"00022558","00237","201606",""
"00022559","00237","201606",""
"00022560","00237","201606",""
"00022561","00237","201606",""
"00022562","00237","201606",""
"00022563","00237","201606",""
"00022564","00237","201606",""
"00022565","00237","201606",""
"00022566","00769","201606","201805"
"00022566","00996","201805","201910"
"00022566","00996","201910",""
"00022567","00237","201606",""
"00022568","00237","201606",""
"00022569","00237","201606",""
"00022570","00237","202202",""
"00022570","00891","201606","202202"
"00022571","00369","201606",""
"00022572","01040","201606",""
"00022573","00237","201606",""
"00022574","00237","201606",""
"00022575","00831","202102",""
"00022575","00933","201606","202102"
"00022576","00794","201606","201704"
"00022576","02011","201704",""
"00022577","00428","202111",""
"00022577","00606","201606","202111"
"00022578","00428","202111",""
"00022578","00606","201606","202111"
"00022579","00428","202111",""
"00022579","00606","201606","202111"
"00022580","00428","202111",""
"00022580","00606","201606","202111"
"00022581","00057","201606",""
"00022582","00237","201606",""
"00022583","00428","202111",""
"00022583","00606","201606","202111"
"00022584","00237","201606",""
"00022585","00237","201606",""
"00022586","00237","201606",""
"00022587","01040","201606",""
"00022588","00819","201706","202006"
"00022588","02011","202006",""
"00022588","08203","201606","201706"
"00022589","00831","202102",""
"00022589","00933","201606","202102"
"00022590","00369","201606",""
"00022591","01040","201606",""
"00022592","00237","201606",""
"00022593","00237","201606",""
"00022594","00691","201606","201811"
"00022594","00691","201811",""
"00022595","00816","201611","202202"
"00022595","00990","201606","201611"
"00022595","11126","202202",""
"00022596","00816","201611","202202"
"00022596","00990","201606","201611"
"00022596","11126","202202",""
"00022597","00237","201606",""
"00022598","01040","201606",""
"00022599","00237","201606",""
"00022600","00816","201611","202202"
"00022600","00990","201606","201611"
"00022600","11126","202202",""
"00022601","00237","201606",""
"00022602","00816","201611","202202"
"00022602","00990","201606","201611"
"00022602","11126","202202",""
"00022603","00237","201606",""
"00022604","00237","201606",""
"00022605","00816","201611","202202"
"00022605","00990","201606","201611"
"00022605","11126","202202",""
"00022606","00977","201606","201610"
"00022606","00996","201610","201910"
"00022606","00996","201910",""
"00022607","00816","201611","202202"
"00022607","00990","201606","201611"
"00022607","11126","202202",""
"00022608","00010","201606","202001"
"00022608","00010","202001",""
"00022609","00816","201611","202202"
"00022609","00990","201606","201611"
"00022609","11126","202202",""
"00022610","00816","201611","202202"
"00022610","00990","201606","201611"
"00022610","11126","202202",""
"00022611","00831","202102",""
"00022611","00933","201606","202102"
"00022612","00237","201606",""
"00022613","00010","201606","202001"
"00022613","00010","202001",""
"00022614","00010","201606","202001"
"00022614","00010","202001",""
"00022615","00237","201606",""
"00022616","00010","201606","202001"
"00022616","00010","202001",""
"00022617","00010","201606","202001"
"00022617","00010","202001",""
"00022618","00237","201606",""
"00022619","00237","201606",""
"00022620","00826","201705","201801"
"00022620","01016","201801",""
"00022620","08193","201606","201705"
"00022621","00639","201606","202002"
"00022621","11048","202002","202009"
"00022621","11075","202009",""
"00022622","00237","201606",""
"00022623","00691","201606","201811"
"00022623","00691","201811",""
"00022624","00237","201606",""
"00022625","00237","201606",""
"00022626","00237","201606",""
"00022627","00237","201606",""
"00022628","00639","201606","202002"
"00022628","11048","202002","202009"
"00022628","11075","202009",""
"00022629","00816","201611","202202"
"00022629","00990","201606","201611"
"00022629","11126","202202",""
"00022630","00816","201611","202202"
"00022630","00990","201606","201611"
"00022630","11126","202202",""
"00022631","00816","201611","202202"
"00022631","00990","201606","201611"
"00022631","11126","202202",""
"00022632","00816","201611","202202"
"00022632","00990","201606","201611"
"00022632","11126","202202",""
"00022633","00816","201611","202202"
"00022633","00990","201606","201611"
"00022633","11126","202202",""
"00022634","00237","201606",""
"00022635","00769","201606","201805"
"00022635","00996","201805","201910"
"00022635","00996","201910",""
