Well Authorization Number,Completion Event Sequence,UWI,Zone Prod Period,Area Code,Formtn Code,Well Area Name,Oper Abbreviation,Production Days,Gas Production (e3m3),Oil Production (m3),Condensate Production (m3),Water Production (m3),Marketable Gas Volume (e3m3),Ethane Sales Volume (m3),Propane Sales Volume (m3),Butane Sales Volume (m3),Pentane Sales Volume (m3)
25638,00,100012907917W600,202202,9021,5000,HZ SUNRISE,OVV,28,644.8,0,25,1.1,,,,,
28482,00,102080908017W600,202202,9021,5000,SUNRISE,OVV,27.6,307.6,0,35.2,146.7,,,,,
19111,00,200B054I093P0100,202202,9030,2800,KELLY,CVE ENERGY,27.1,28.5,0,0,.6,,,,,
27356,00,200A001H093P0900,202202,9021,5000,SWAN,MURPHY,26.2,260.2,0,0,2.6,,,,,
15396,00,200A081G094P1500,202202,4700,8200,HELMET,CNRL,28,270.1,0,1.6,7.9,,,,,
18061,00,200D028B094H0800,202202,2985,2640,VELMA,CNRL,28,210.3,0,0,61.9,,,,,
30245,00,202A099D094H0500,202202,9022,5000,LAPRISE,TOURMALINE,17,344.1,0,14.4,7.3,,,,,
23745,00,200D086F093P0800,202202,9030,2800,TUPPER,CNRL,28,13.9,0,0,.2,,,,,
26983,00,100013507917W600,202202,9021,5000,SUNRISE,OVV,27.7,355,0,3,144.6,,,,,
32515,00,200D087D094H0300,202202,9022,5000,NIG CREEK,CNRL,26,5324.7,0,334.8,287.6,,,,,
26641,00,100053107818W600,202202,9021,5000,GROUNDBIRCH,SHELL,27,379.5,0,0,3.3,,,,,
17331,00,200C027K094H1000,202202,4485,4990,GUTAH,CNRL,28,25.7,0,0,.6,,,,,
26980,00,100080908017W600,202202,9021,5000,SUNRISE,OVV,27.5,484.8,0,31.4,121,,,,,
15126,00,200D071J094I1200,202202,4470,8200,SAHTANEH,NTE CANADA,28,97.5,0,1.4,3.8,,,,,
36641,00,100163508018W600,202202,9021,5000,TOWERLAKE,OVV,27.6,338.2,0,39.9,175.2,,,,,
21097,00,100110108615W600,202204,6560,4535,W BOUNDARY,CALIMA,30,12.8,77.4,0,1.1,,,,,
32178,00,100101407714W600,202202,9021,5000,SWANLAKE,OVV,20.2,206.1,0,14.2,6.2,,,,,
23053,00,200A096K094I1100,202202,7770,8200,SIERRA,NTE CANADA,28,49.3,0,6.3,1.9,,,,,
30925,00,200C032F094B1600,202202,9022,5000,TOWN,CNRL,28,522.5,0,0,.1,,,,,
38819,00,100160108018W600,202202,9021,5000,SUNRISE,OVV,28,899.7,0,55.5,75.7,,,,,
30885,00,100091808015W600,202202,9021,5000,DOE,TOURMALINE,28,325.3,0,0,30.6,,,,,
27731,00,200C097B094I0900,202202,4650,2600,HAY,HARVEST,28,31.5,134.4,0,1278.1,,,,,
41440,00,100112507915W600,202202,9021,5000,DOE,ARCRES,28,1394.1,0,0,196.8,,,,,
20331,00,200C085C094I1300,202202,4470,8200,GUNNELL,NTE CANADA,28,73.8,0,5,2.4,,,,,
09681,02,200D039G094P0702,202202,4700,8200,HELMET,CNRL,28,61.1,0,1.7,.7,,,,,
23424,00,200D082J093P0100,202202,9030,2800,CUTBANK,CNRL,28,248.2,0,0,3.4,,,,,
17452,02,102113008814W602,202202,2020,4540,OSBORN,TOURMALINE,28,54,0,.5,1,,,,,
11932,00,200B026H094H1600,202202,7660,4990,RING,CNRL,28,2.2,0,0,0,,,,,
30771,00,100012308018W600,202202,9021,5000,SUNSET,TOURMALINE,28,256,0,0,67.2,,,,,
26817,00,103063608515W600,202202,6560,4535,PARADISE,AMAZING OIL,28,4.2,18.7,0,0,,,,,
17711,00,200B095D094P1300,202202,7200,8200,PETITOT,NTE CANADA,28,163.5,0,7.8,5.3,,,,,
23099,00,200C034B093P0800,202202,9030,2800,CUTBANK,OVV,.5,13.3,0,0,.2,,,,,
20110,00,200C038H094I0900,202203,4650,2600,HAY,HARVEST,29.4,9.1,175.1,0,6072.7,,,,,
20170,00,200B037D094H1500,202202,4485,4990,GUTAH,CNRL,28,50.4,0,.6,1.2,,,,,
27674,00,103151208121W600,202202,9021,5000,GROUNDBIRCH,SHELL,28,665,0,0,37.6,,,,,
22323,02,200C013F094P1202,202202,7200,8200,DILLY,NTE CANADA,28,32.8,0,1.8,1.1,,,,,
39372,00,102013107914W600,202202,9021,5000,DAWSON CREEK,ARCRES,28,3634.3,0,0,83.8,,,,,
28331,00,100121808017W600,202202,9021,5000,SUNRISE,TOURMALINE,26,206.8,0,0,133.6,,,,,
14881,00,200D026G093I1600,202202,4780,0180,HIDING,CNRL,26,175.1,0,0,2.6,,,,,
31956,00,104150508017W600,202202,9021,5000,SUNRISE,OVV,27.8,494,0,18,109,,,,,
01310,00,200D045L094A1300,202204,0200,2700,AITKEN,AITKEN GAS,13,1893.7,0,6.3,2.7,,,,,
03822,00,100060308518W600,202202,3445,6200,W EAGLE,CNRL,28,105.8,0,0,0,,,,,
22030,00,200C085E094G0100,202202,1000,4800,SASQUATCH,PETRONAS,25,351.7,0,2,12.2,,,,,
31867,00,105122208018W600,202202,9021,5000,SUNSET,TOURMALINE,28,475.3,0,0,93.1,,,,,
17457,00,200A004G094I1300,202202,4470,8200,GUNNELL,NTE CANADA,28,41.6,0,.3,1.4,,,,,
17103,00,200D037J094I1300,202202,4470,8200,GUNNELL,NTE CANADA,28,8.5,0,.3,.3,,,,,
13477,00,200B022H094P1500,202202,4700,8200,HELMET,CNRL,28,261.3,0,1.5,7.6,,,,,
33504,00,100062708219W600,202202,9021,5000,WILDER,CREW,28,1035.3,0,0,221.9,,,,,
28423,00,100040908020W600,202202,9021,5000,GROUNDBIRCH,SHELL,28,427.9,0,0,30.5,,,,,
16787,00,200D090J094I1300,202202,4470,8200,GUNNELL,NTE CANADA,28,4.3,0,0,.1,,,,,
27318,00,102113008325W600,202202,9022,5000,ALTARES,CNRL,25,223.8,0,0,40.3,,,,,
24026,00,203B093B093P0900,202202,9021,5000,SWAN,OVV,28,380.7,0,0,.5,,,,,
17831,00,200B029B093P0800,202202,9030,2800,CUTBANK,CNRL,28,143.6,0,.1,.8,,,,,
19156,00,200D040F094P0100,202202,4700,8200,HELMET,CNRL,28,213.7,0,.9,1.5,,,,,
20460,00,200B023K094P0100,202202,4700,8200,HELMET,CNRL,28,163.6,0,4.6,1.7,,,,,
07231,02,200B090F094H0602,202202,5850,4100,MARTIN,CNRL,28,19.6,0,.3,.3,,,,,
20284,02,200C027F094G0102,202202,1000,2700,W BEG,PETRONAS,26.5,893.2,0,4.8,31,,,,,
31247,00,103121708015W600,202202,9021,5000,DOE,TOURMALINE,22,296.3,0,0,34.5,,,,,
25032,00,200B035B094I1200,202202,3455,8200,ELLEH,NTE CANADA,28,56.8,0,1,3.2,,,,,
09460,00,102111308718W600,202202,6230,4535,MUSKRAT,CNRL,28,6.1,27.7,0,0,,,,,
01751,00,100142808514W600,202204,2000,4535,BOUNDARY,WHITECAP,28.5,4,25,0,705.4,,,,,
19488,03,200B079C093I1603,202202,6480,0180,OJAY,CNRL,28,29.7,0,0,.4,,,,,
27317,00,100103008325W600,202202,9022,5000,ALTARES,CNRL,17,4.2,0,0,1,,,,,
40899,00,103102307818W600,202202,9021,5000,SUNRISE,ARCRES,27.7,4493.2,0,0,207.6,,,,,
39509,00,200D005G094H0400,202202,9022,5000,NIG CREEK,TOURMALINE,20.3,2309.1,0,0,180,,,,,
26402,00,100042808016W600,202202,9021,5000,PARKLAND,ARCRES,26,377.8,0,2.3,9.8,,,,,
28267,00,100130808019W600,202202,9021,5000,SATURN,SHELL,28,671.1,0,0,18.1,,,,,
24101,00,100052507915W600,202202,9021,5000,DAWSON,ARCRES,28,129.3,0,0,5.4,,,,,
31618,00,202C024E094H0500,202202,9022,5000,LAPRISE,TOURMALINE,27.8,1297,0,161.8,219.2,,,,,
29395,00,100131607917W600,202202,9021,5000,SUNRISE,OVV,28,3570.2,0,3.9,183.3,,,,,
21645,00,202D053I093P0700,202203,9030,2800,SUNDOWN,OVV,0,.1,0,0,0,,,,,
01715,00,200D010F094A1600,202202,6800,4800,PEEJAY,CNRL,14.4,4.9,31.6,0,8.4,,,,,
16716,00,200D092E094H0600,202202,5850,4100,MARTIN,CNRL,28,1.6,0,0,0,,,,,
26747,00,200D046H094I0900,202203,4650,2600,HAY,HARVEST,29.4,9.1,63.3,0,4868.3,,,,,
14080,00,100062507915W600,202202,9021,5000,DAWSON,ARCRES,3,1,0,0,0,,,,,
13283,00,202A097L094P0200,202204,3410,7600,DESAN,ISH,27,.6,480.2,0,1028.3,,,,,
00362,00,100060308514W600,202204,2000,4535,BOUNDARY,WHITECAP,30,52.2,132.3,0,227.4,,,,,
40835,00,100161308015W600,202202,9021,5000,DOE,ARCRES,27.3,1462.7,0,0,149.6,,,,,
11918,00,200B077E094H0900,202202,3380,2630,DAHL,CNRL,28,1.5,0,0,0,,,,,
31803,00,202C072F094G0200,202202,9022,5000,LILY,PETRONAS,27.4,1394.8,0,.3,91.6,,,,,
16685,00,200D019C094P0800,202202,4700,8200,HELMET,CNRL,28,140.2,0,2,1.6,,,,,
01111,00,100142608414W600,202204,2000,4535,BOUNDARY,WHITECAP,9.4,2.1,16.3,0,166.7,,,,,
23731,00,200A100A093P0900,202202,9021,5000,SWAN,OVV,24.5,959,0,0,7.1,,,,,
01091,00,100062908413W600,202204,2000,4535,BOUNDARY,WHITECAP,29.5,3.1,213.3,0,36.3,,,,,
21231,00,200A001L093P0800,202202,9030,2800,SUNDOWN,OVV,5.6,45.6,0,0,.7,,,,,
31454,00,200C027I094B0800,202202,9022,5000,ALTARES,PACIFIC CANBRIAM,27.9,5413.4,0,0,131.9,,,,,
25486,00,100133207814W600,202202,3400,3030,DAWSON,ARCRES,5,11,0,0,.4,,,,,
22569,02,200C092I093I0802,202202,6480,0180,OJAY,CNRL,28,650.7,0,0,14.8,,,,,
26962,00,200B049A094A1500,202202,0760,0050,BEAVERTAIL,CNRL,14,0,0,0,511,,,,,
18347,02,200A041C094A1602,202202,3300,2600,DOIG,CNRL,28,23.7,0,20.7,12.5,,,,,
18945,00,200C070C094I1000,202202,3450,8150,EKWAN,PEA,28,450.3,0,21,18.8,,,,,
36228,00,100052408018W600,202202,9021,5000,SUNRISE,OVV,28,2171.4,0,1096.8,1044.8,,,,,
03364,00,100062208418W600,202202,3440,6250,EAGLE,CNRL,28,5.9,45.4,0,1.2,,,,,
00639,00,100062408514W600,202204,2000,4535,BOUNDARY,WHITECAP,29.8,9.3,125.1,0,134.6,,,,,
30025,00,100082908016W600,202202,9021,5000,PARKLAND,ARCRES,20.2,559.9,0,0,64.2,,,,,
28266,00,102130808019W600,202202,9021,5000,SATURN,SHELL,28,1568.1,0,0,23.9,,,,,
26134,00,100012208514W600,202203,2000,4535,BOUNDARY,ZARGON,31,9.3,27.5,0,75.7,,,,,
12314,02,200D052D094I1402,202202,7770,8200,SIERRA,NTE CANADA,28,56.2,0,1.2,2.2,,,,,
10463,00,200D057I094H0300,202202,7250,2400,PICKELL,CNRL,28,144.8,0,3.7,2.8,,,,,
34282,00,102010708017W600,202202,9021,5000,SUNRISE,TOURMALINE,28,2424.7,0,0,355,,,,,
15388,02,200A057I093P0102,202202,5170,2505,KELLY,CVE ENERGY,28,393.3,0,0,8.8,,,,,
36977,00,100041308017W600,202202,9021,5000,SUNRISE,OVV,28,741.1,0,195,347,,,,,
14481,00,200A096H094I0900,202202,4650,2600,HAY,HARVEST,28,7.2,43,0,8535.7,,,,,
30156,00,202D064A094H0400,202202,9022,5000,NIG,CNRL,18,348.6,0,15.1,.8,,,,,
34489,00,106060608017W600,202202,9021,5000,SUNRISE,OVV,28,577.9,0,32,112.4,,,,,
17497,00,100130408316W600,202202,8200,4510,TWO RIVERS,LEUCROTTA,25.7,2.8,26,0,882.7,,,,,
38551,00,106120208015W600,202202,9021,5000,DOE,ARCRES,25.9,601.1,0,0,73.7,,,,,
26159,00,200B073I094B0100,202202,9022,5000,ALTARES,CNRL,28,300.6,0,0,40.6,,,,,
29997,00,203D082A094G0200,202202,9022,5000,JULIENNE,PETRONAS,24,143.5,0,4.8,.7,,,,,
30152,00,203D061A093P0900,202202,9021,5000,SWAN,MURPHY,28,410.8,0,0,27.5,,,,,
35849,00,102163507916W600,202202,9021,5000,SUNRISE,TOURMALINE,28,865.4,0,0,29.6,,,,,
03024,00,100030608613W600,202202,2000,4535,BOUNDARY,WHITECAP,28,3.7,18.1,0,685.8,,,,,
30509,00,103022108017W600,202202,9021,5000,SUNRISE,OVV,28,889.2,0,50.8,176.2,,,,,
19358,00,200A045B093P0800,202202,9030,2800,CUTBANK,OVV,3.4,25.7,0,0,.3,,,,,
20017,00,200B043B094I1300,202202,4470,8200,SAHTANEH,NTE CANADA,28,55,0,1.9,2.1,,,,,
37719,00,104131308018W600,202202,9021,5000,SUNRISE,TOURMALINE,28,312.8,0,0,266.9,,,,,
39251,00,200A078B094H0400,202202,9022,5000,NIG CREEK,TOURMALINE,19.8,1917.9,0,0,36.6,,,,,
15428,00,200A095K094H0900,202202,7660,4990,RING,CNRL,28,4.3,0,0,.1,,,,,
32934,00,105153108017W600,202202,9021,5000,TOWER,OVV,27.8,423.6,0,28.7,103.5,,,,,
30311,00,200C100C094H0500,202202,9022,5000,LAPRISE,TOURMALINE,16.7,375.5,0,28.3,3,,,,,
31878,00,200C030I094G0200,202202,9022,5000,JULIENNE,PETRONAS,25.3,2493.8,0,0,201.5,,,,,
30032,00,202B060A094G0700,202202,9022,5000,CARIBOU,PETRONAS,25.7,623.6,0,0,20.8,,,,,
29650,00,203C039D094H0300,202202,9022,5000,NIG,CNRL,28,476.8,0,17.1,6.7,,,,,
00794,00,100142208414W600,202204,2000,4535,BOUNDARY,WHITECAP,23.2,3.7,81.1,0,186.6,,,,,
18526,00,200D079I094A1600,202202,3430,2400,ADSKWATIM,CNRL,26,85.9,0,.1,1.1,,,,,
22529,00,200B020G094I1300,202202,4470,8200,GUNNELL,NTE CANADA,28,45,0,.7,1.5,,,,,
30106,00,100052808016W600,202202,9021,5000,PARKLAND,ARCRES,28,445,0,1.2,3.3,,,,,
33174,00,103120208015W600,202202,9021,5000,DOE,ARCRES,27.5,986.1,0,0,80,,,,,
23357,00,200B032K094I1200,202202,4470,8200,SEXTET,NTE CANADA,28,1.8,0,.1,.1,,,,,
16705,00,200C003J093P0100,202202,9030,2800,KELLY,OVV,2.6,25.6,0,0,.6,,,,,
27850,00,103042007918W600,202202,9021,5000,SUNSET,SHELL,28,436.5,0,0,45.3,,,,,
01545,02,100031008514W602,202202,2000,4535,BOUNDARY,WHITECAP,27,14.3,58.9,0,271.5,,,,,
24683,00,200C065C093P0800,202202,9030,2800,NOEL,CNRL,28,243.4,0,0,.4,,,,,
16221,00,202B017K094P0500,202202,8180,8200,CABIN,NTE CANADA,28,24.9,0,1,.8,,,,,
25773,00,100122908018W600,202202,9021,5000,SUNSET,SHELL,4,29.7,0,0,.2,,,,,
40900,00,104102307818W600,202202,9021,5000,SUNRISE,ARCRES,27.5,3712.7,0,0,171.5,,,,,
27774,00,100090908325W600,202202,9022,5000,ALTARES,CNRL,28,386.6,0,0,20.9,,,,,
07525,00,200C020A094P1500,202202,4700,8200,HELMET,CNRL,28,86.9,0,.1,2.4,,,,,
17108,02,200A026C094I0902,202202,3450,7450,HAY,CVE ENERGY,19.8,64.7,0,0,0,,,,,
05735,02,200A065I094H0302,202202,7250,2600,PICKELL,CNRL,28,90.5,0,2.4,1.7,,,,,
15780,00,200A073B094H1600,202202,7660,4990,RING,CNRL,28,30.5,0,0,.6,,,,,
38818,00,102160208018W600,202202,9021,5000,SUNRISE,OVV,27.7,2530.5,0,86.3,440.4,,,,,
22733,00,200D008E094P1300,202202,7200,8200,PETITOT,NTE CANADA,28,24.8,0,1.1,.8,,,,,
30595,00,100133108015W600,202202,9021,5000,DOE,TOURMALINE,4,33,0,0,3.9,,,,,
27190,00,202D031J094A1300,202202,1260,4100,BIRCH,CNRL,22.6,51.5,12.7,0,79.6,,,,,
21131,00,200C077I093P0700,202202,9030,2800,SUNDOWN,OVV,9.7,61.3,0,0,.9,,,,,
30615,00,102080708015W600,202202,9021,5000,SUNRISE,TOURMALINE,28,325,0,0,39.1,,,,,
29975,00,102080707917W600,202202,9021,5000,SUNRISE,OVV,27.9,10633.4,0,1.3,372.5,,,,,
14557,02,200D044G094H0102,202204,5500,4500,LADYFERN,CNRL,.1,0,0,0,2.7,,,,,
18869,00,200D016I094P0600,202202,8140,7400,HELMET,ERIKSON,5,45.6,0,0,91.2,,,,,
01172,00,100142108414W600,202203,2000,4535,BOUNDARY,WHITECAP,30.5,4.5,69.9,0,62.3,,,,,
13312,00,200D011D094H1600,202202,3380,2630,RING,CNRL,28,139.5,0,0,3.4,,,,,
28258,00,103080208019W600,202202,9021,5000,SATURN,SHELL,28,663.2,0,0,285.7,,,,,
16905,00,200D014G094I1400,202202,7770,8200,SIERRA,NTE CANADA,28,206,0,4.4,8.2,,,,,
26045,02,102163308119W602,202202,9021,5000,SEPTIMUS,CREW,28,252.2,0,0,7.2,,,,,
11976,00,202A098K094I1100,202202,7770,8200,SIERRA,NTE CANADA,28,28.4,0,1.1,1.1,,,,,
23114,00,200D006D094I1200,202202,3455,8200,ELLEH,NTE CANADA,28,58.6,0,.4,3.3,,,,,
29418,00,102072307818W600,202202,9021,5000,SUNRISE,ARCRES,28,1170.3,0,0,54.1,,,,,
34221,00,200A037F094B1600,202202,9022,5000,TOWN,CNRL,28,1531.8,0,1.1,28.9,,,,,
38787,00,100021707914W600,202202,9021,5000,DAWSON CREEK,ARCRES,21,1595.8,0,0,39,,,,,
13427,02,200C073K094P0602,202202,4700,8200,THETLAANDOA,ERIKSON,23,195.6,0,0,.3,,,,,
26786,00,200B075D094P0700,202202,3410,7600,DESAN,ISH,17,.1,160.5,0,18.6,,,,,
16565,00,200B037C094I1200,202202,3455,8200,ELLEH,NTE CANADA,28,5.6,0,.1,.3,,,,,
42395,00,102023507818W600,202202,9021,5000,SUNRISE,ARCRES,9.7,3227,0,0,3711.1,,,,,
28418,00,102020607916W600,202202,9021,5000,SUNRISE,OVV,28,699.8,0,5.1,101.9,,,,,
00379,00,100080308514W600,202204,2000,4535,BOUNDARY,WHITECAP,30,27.1,100.7,0,602.2,,,,,
02786,00,100101808620W600,202203,8100,6200,W STODDART,CNRL,31,162.6,0,37.3,0,83.9,.1,4.9,7.6,17.3
33642,00,206B015H094B0800,202202,9022,5000,ALTARES,PACIFIC CANBRIAM,23.7,1567.9,0,0,331.9,,,,,
35077,00,104161308118W600,202202,9021,5000,TOWER,OVV,27.9,264.1,0,68.2,73,,,,,
25204,00,200C048K094O0800,202202,9045,8295,ETSHO,OVV,28,744.1,0,0,44,,,,,
32312,00,100050808116W600,202202,9021,5000,PARKLAND,ARCRES,28,499,88.8,0,74,,,,,
25890,00,100013408018W600,202202,9021,5000,SUNSET,SHELL,28,238.2,0,0,31.6,,,,,
19789,00,200C054A094P0400,202202,4470,8200,GUNNELL,NTE CANADA,28,29,0,.7,.9,,,,,
31613,00,200A079E094H0500,202202,9022,5000,LAPRISE,TOURMALINE,27.7,1654.6,0,126.1,36.1,,,,,
20622,00,202D034H094G0800,202202,5600,4150,LAPRISE,ZARGON,27.5,165.6,0,7.1,4.2,,,,,
00153,00,100062908115W600,202202,6600,8100,PARKLAND,CANLIN,27.3,1511.3,0,0,27.1,1372.8,0,0,0,7.7
16102,00,200A065H093P0100,202202,9030,2800,KELLY,OVV,2.2,27.5,0,0,.6,,,,,
00244,00,100042408620W600,202203,8000,6200,STODDART,PAVILION,23,7.9,0,.2,0,5.8,0,.2,.3,.3
25896,00,102022607717W600,202202,9021,5000,SUNDOWN,MURPHY,28,156.7,0,0,4.3,,,,,
26944,00,102102707717W600,202202,9021,5000,SUNDOWN,MURPHY,26.9,218.5,0,0,.6,,,,,
18370,00,200C004F093P0800,202202,9030,2800,NOEL,OVV,1.6,15.6,0,0,.4,,,,,
14265,00,200B066J094I1300,202202,4470,8200,GUNNELL,NTE CANADA,28,3.4,0,.1,.1,,,,,
04872,00,100022208514W600,202203,2000,4535,BOUNDARY,ZARGON,31,8.1,246.4,0,9.5,,,,,
06316,02,100120608517W602,202202,2960,4100,CECIL,CNRL,25,359.5,0,0,0,,,,,
00516,00,200D068E094H0500,202203,5600,4150,LAPRISE,CANLIN,31,25.6,0,.3,.2,21.5,0,1,2,1.8
00650,00,200C056E094H0500,202204,5600,4150,LAPRISE,CANLIN,21.3,49.5,0,.9,.2,40.6,0,1.9,2.8,3.2
03019,00,100110708613W600,202202,2000,4535,BOUNDARY,WHITECAP,28,3.1,8.2,0,302,,,,,
31521,00,102163607918W600,202202,9021,5000,SUNRISE,OVV,27.9,1361.9,0,25.2,44.1,,,,,
13823,00,200B017B094H0600,202202,8260,4100,MARTIN,CNRL,28,85.6,0,2.3,1.6,,,,,
28277,00,200C002F094G1000,202202,9022,5000,GREEN,PETRONAS,23,204.2,0,0,10.3,,,,,
30345,00,200B096F094P0400,202202,4470,8200,GUNNELL,NTE CANADA,28,4.1,0,0,.1,,,,,
00690,00,200A033E094H0500,202203,5600,4150,LAPRISE,CANLIN,27.9,291.5,0,3.2,3.6,242.3,0,12.1,17.9,25.3
02316,00,200B018I094J1000,202203,3200,8400,CLARKE,CANLIN,31,1405,0,0,112.4,924.2,0,0,0,0
27497,00,200B096A093P0900,202202,9021,5000,SWAN,OVV,28,709.8,0,2.6,8.2,,,,,
27546,00,102160308018W600,202202,9021,5000,SUNSET,SHELL,27,417.9,0,0,12.4,,,,,
27695,00,102163408325W600,202202,9022,5000,ALTARES,CNRL,28,232,0,0,71.9,,,,,
02562,00,100111808619W600,202204,8000,6200,STODDART,PAVILION,11.2,8,0,.2,0,5.3,0,.2,.2,.2
05346,02,100140408620W602,202203,8100,6200,W STODDART,CNRL,30.7,6.4,12.4,0,.7,6,0,0,.2,.1
02946,02,200D008I094A1502,202203,6800,2700,PEEJAY,CNRL,31,25.3,0,0,0,24.4,0,.3,.4,.6
05491,02,100060908814W602,202203,2020,4540,N BOUNDARY,TOURMALINE,13.5,18.5,0,.2,.4,17.1,0,.3,1,1.5
04362,03,200A035G094P0703,202203,4700,8200,HELMET,CNRL,31,156.4,0,6,5.6,142.4,0,0,0,3
06776,00,200D057B094H1600,202203,7660,4990,RING,CNRL,31,82,0,0,1.6,78.8,.1,2.3,5.2,2.7
03228,00,200C052F094J1000,202204,3200,8400,CLARKE,CANLIN,27,683.6,0,0,10239.9,522.7,0,0,0,0
04482,00,100060408214W600,202203,5860,4545,MICA,CARDINAL,30.8,45,135.9,0,6,38.4,0,0,0,1.4
05661,00,100060908620W600,202202,8100,6200,W STODDART,CNRL,28,22.8,27.1,0,1.4,20.5,0,.3,.5,.3
07216,00,200A089B094H1600,202204,7660,4990,RING,CNRL,30,49.4,0,0,1.1,45.7,0,1.8,5.1,7.1
04581,02,100101808713W602,202202,2000,4540,BOUNDARY`,ENERCAPITA,18.7,35.9,0,0,.9,35.1,0,1.1,2.1,1.6
05736,00,200D059C094H0600,202203,5850,4100,WARGEN,CNRL,31,102.8,0,2.2,2.2,87.9,0,3.4,4.5,4.5
04644,00,200A089A094H1600,202203,7660,4990,RING,CNRL,31,3,0,0,.1,2.4,0,0,.2,.4
07029,00,200B002F094H1600,202203,7660,4990,RING,CNRL,31,9.4,0,0,.2,8.8,0,.2,.4,.5
07247,00,200D053A094H1600,202204,7660,4990,RING,CNRL,30,9.1,0,0,.2,8.4,0,.2,.6,.8
06163,00,100103508621W600,202203,8100,6200,W STODDART,CNRL,31,378,0,26.4,25.9,203.8,.2,15.2,17.6,22.9
07268,00,200A083H093I1600,202204,4780,2520,HIDING,CVE ENERGY,30,79.2,0,0,1.7,72.4,5.3,.4,0,.6
06316,02,100120608517W602,202204,2960,4100,CECIL,CNRL,30,410.2,0,6.3,0,365.7,0,4.2,8.1,5.6
06322,02,200C092B093P0102,202203,5170,2200,KELLY,CVE ENERGY,31,56.7,0,0,1.2,49.8,7.6,2.2,.8,.5
06963,00,200A045L093P0100,202204,6430,2510,NOEL,CVE ENERGY,30,63.3,0,.7,1.2,51.5,9.9,3.2,1.7,.5
07119,00,200B062L093P0100,202202,6430,2510,NOEL,CVE ENERGY,28,57.6,0,.5,1,47.6,8.4,2.9,0,0
05184,02,200A067L093I0902,202204,6480,4100,OJAY,CNRL,29,1848.7,0,0,20.1,1333.7,0,0,0,0
05222,00,200B088F094H0500,202203,5600,4150,LAPRISE,CANLIN,30.2,296.8,0,.1,7.6,246.3,0,13.3,19.5,31.2
05282,02,200C014J094G0802,202204,5800,4100,W LAPRISE,CANLIN,29.8,903.8,0,0,2.3,778.1,0,33.2,43.2,60.6
10093,00,200A003K094P1500,202203,4700,8200,HELMET,CNRL,30,13.6,0,0,.6,11.5,0,0,0,0
08834,00,200A019F094G0800,202203,5000,4150,JEDNEY,PETRONAS,28.6,392.8,0,7,22.6,346.8,0,4.7,14.6,26.3
08238,00,200D081B094H0400,202202,6400,4100,NIG,TOURMALINE,28,523,0,9.4,62.9,433.4,0,0,11.4,20.8
09616,00,200B043B094H1600,202204,7660,4990,RING,CNRL,30,19,0,0,.4,16.3,0,.5,1.3,2.8
08995,00,200A077B094P0800,202204,4700,8200,HELMET,CNRL,30,92.2,0,1.8,2.6,79.7,0,0,0,2.4
07534,02,102072408820W602,202203,2400,2600,BUICK,ERIKSON,31,85.9,0,0,1,73.2,0,2.5,3,2.2
07622,00,200C094I094P1000,202203,4700,8200,HELMET,CNRL,24,42.6,0,0,1.5,38.5,0,0,0,.4
07720,00,200C072F093P0100,202203,5170,2510,KELLY,BENCH CREEK RES,16.7,24.6,0,.2,.4,19.8,4.6,1.4,.8,0
08511,02,200B002L094H0602,202204,5850,4100,MARTIN,CNRL,30,29.2,0,.4,.6,24.1,0,1.1,1.3,1.2
09914,02,200A042I093I1402,202203,6220,4100,MURRAY,CNRL,31,2060.5,0,0,11.4,1471,0,0,0,0
10128,02,200D049H094P1502,202203,4700,8200,HELMET,CNRL,31,29.9,0,0,1.5,26.1,0,0,0,.3
11262,00,200C020A094O1400,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,4.9,0,.3,.1,4.3,0,0,.1,.1
10133,00,200D078H094H1600,202203,7660,4990,RING,CNRL,31,27,0,0,.5,21.8,.1,.7,1.9,1.8
11287,00,200A027C094I1000,202203,3450,8200,EKWAN,PEA,31,65.3,0,2.6,2.9,59.4,0,0,0,0
10784,00,200C010K094H1600,202203,7660,4990,RING,CNRL,31,41.5,0,0,.9,39.9,0,.8,2.2,3.3
10788,00,200C013G094H1600,202203,7660,4990,RING,CNRL,31,60.2,0,0,1.2,57,.2,2,5.5,6.1
11935,00,200D098A094H1600,202204,7660,4990,RING,CNRL,30,76.7,0,0,1.7,66.1,.2,2.5,6.6,8.6
11954,00,200B002G094O1400,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,83.2,0,4.4,1.3,76.5,.1,.6,.9,1.4
10808,00,200C019I094H1600,202203,7660,4990,RING,CNRL,31,19.1,0,0,.4,16.8,0,.4,.7,.6
10852,03,200C052A094P1103,202204,4700,8200,HELMET,ERIKSON,30,187,0,0,5.2,159.8,0,0,0,0
12147,00,200D099F094H0900,202204,3380,2630,RING,CNRL,30,123.9,0,0,2.8,107.1,.1,3.9,13.2,18.5
12157,00,100013608122W600,202203,6140,4800,MONIAS,ADU,31,253.1,0,0,14.9,227.8,0,0,.2,1.7
10927,02,200A036J094P0202,202203,4700,8200,HELMET,CNRL,31,7,0,.2,.2,5.7,0,0,0,.1
12298,00,200D068G094P1100,202204,4700,8200,HELMET,ERIKSON,30,81.3,0,0,.2,69.1,0,0,0,0
